# Logfile created on 2019-04-02 18:19:56 +0300 by logger.rb/66358
I, [2019-04-02T18:19:56.071445 #37836]  INFO -- : (0.001680s) PRAGMA foreign_keys = 1
I, [2019-04-02T18:28:19.586553 #38284]  INFO -- : (0.000283s) SELECT * FROM `tasks` WHERE (`id` = 112) LIMIT 1
I, [2019-04-02T18:28:21.762654 #38284]  INFO -- : (0.006358s) INSERT INTO `tasks` (`id`, `title`, `answer`, `our`, `left`, `right`, `timestamp`, `session_id`) VALUES (NULL, 'In which gems of two, does the word ''invalid'' occur more frequently in the ''variables''?', NULL, NULL, 'resque-multi-job-forks', 'line-bot-api', '2019-04-02 18:28:21.748420', 607)
I, [2019-04-02T18:28:21.821390 #38284]  INFO -- : (0.003077s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''invalid'' occur more frequently in the ''variables''?', `answer` = NULL, `our` = 'resque-multi-job-forks', `left` = 'resque-multi-job-forks', `right` = 'line-bot-api', `timestamp` = '2019-04-02 18:28:21.748420', `session_id` = 607 WHERE (`id` = 113)
I, [2019-04-02T18:28:21.821877 #38284]  INFO -- : (0.000173s) SELECT * FROM `tasks` WHERE (`id` = 113) LIMIT 1
I, [2019-04-02T18:28:22.099957 #38284]  INFO -- : (0.002955s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''invalid'' occur more frequently in the ''variables''?', `answer` = 'resque-multi-job-forks', `our` = 'resque-multi-job-forks', `left` = 'resque-multi-job-forks', `right` = 'line-bot-api', `timestamp` = '2019-04-02 18:28:21.748420', `session_id` = 607 WHERE (`id` = 113)
I, [2019-04-02T18:28:22.100402 #38284]  INFO -- : (0.000246s) SELECT * FROM `tasks` WHERE (`id` = 113) LIMIT 1
I, [2019-04-02T18:28:24.275216 #38284]  INFO -- : (0.006729s) INSERT INTO `tasks` (`id`, `title`, `answer`, `our`, `left`, `right`, `timestamp`, `session_id`) VALUES (NULL, 'In which gems of two, does the word ''kernel'' occur more frequently in the ''variables''?', NULL, NULL, 'BibOpsworks', 'ruby-vips', '2019-04-02 18:28:24.260493', 607)
I, [2019-04-02T18:28:24.334646 #38284]  INFO -- : (0.002376s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''kernel'' occur more frequently in the ''variables''?', `answer` = NULL, `our` = 'BibOpsworks', `left` = 'BibOpsworks', `right` = 'ruby-vips', `timestamp` = '2019-04-02 18:28:24.260493', `session_id` = 607 WHERE (`id` = 114)
I, [2019-04-02T18:28:24.334947 #38284]  INFO -- : (0.000173s) SELECT * FROM `tasks` WHERE (`id` = 114) LIMIT 1
I, [2019-04-02T18:28:24.614852 #38284]  INFO -- : (0.007022s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''kernel'' occur more frequently in the ''variables''?', `answer` = 'BibOpsworks', `our` = 'BibOpsworks', `left` = 'BibOpsworks', `right` = 'ruby-vips', `timestamp` = '2019-04-02 18:28:24.260493', `session_id` = 607 WHERE (`id` = 114)
I, [2019-04-02T18:28:24.615443 #38284]  INFO -- : (0.000329s) SELECT * FROM `tasks` WHERE (`id` = 114) LIMIT 1
I, [2019-04-02T18:28:26.793219 #38284]  INFO -- : (0.006903s) INSERT INTO `tasks` (`id`, `title`, `answer`, `our`, `left`, `right`, `timestamp`, `session_id`) VALUES (NULL, 'In which gems of two, does the word ''file'' occur more frequently in the ''variables''?', NULL, NULL, 'ruboto', 'rspec-page-regression', '2019-04-02 18:28:26.774899', 607)
I, [2019-04-02T18:28:26.852712 #38284]  INFO -- : (0.002836s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''file'' occur more frequently in the ''variables''?', `answer` = NULL, `our` = 'ruboto', `left` = 'ruboto', `right` = 'rspec-page-regression', `timestamp` = '2019-04-02 18:28:26.774899', `session_id` = 607 WHERE (`id` = 115)
I, [2019-04-02T18:28:26.853020 #38284]  INFO -- : (0.000175s) SELECT * FROM `tasks` WHERE (`id` = 115) LIMIT 1
I, [2019-04-02T18:28:27.141300 #38284]  INFO -- : (0.007053s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''file'' occur more frequently in the ''variables''?', `answer` = 'ruboto', `our` = 'ruboto', `left` = 'ruboto', `right` = 'rspec-page-regression', `timestamp` = '2019-04-02 18:28:26.774899', `session_id` = 607 WHERE (`id` = 115)
I, [2019-04-02T18:28:27.141836 #38284]  INFO -- : (0.000296s) SELECT * FROM `tasks` WHERE (`id` = 115) LIMIT 1
I, [2019-04-02T18:28:29.318549 #38284]  INFO -- : (0.007087s) INSERT INTO `tasks` (`id`, `title`, `answer`, `our`, `left`, `right`, `timestamp`, `session_id`) VALUES (NULL, 'In which gems of two, does the word ''found'' occur more frequently in the ''variables''?', NULL, NULL, 'guess_html_encoding', 'elasticsearch-persistence', '2019-04-02 18:28:29.299293', 607)
I, [2019-04-02T18:28:29.373018 #38284]  INFO -- : (0.002474s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''found'' occur more frequently in the ''variables''?', `answer` = NULL, `our` = 'guess_html_encoding', `left` = 'guess_html_encoding', `right` = 'elasticsearch-persistence', `timestamp` = '2019-04-02 18:28:29.299293', `session_id` = 607 WHERE (`id` = 116)
I, [2019-04-02T18:28:29.373307 #38284]  INFO -- : (0.000168s) SELECT * FROM `tasks` WHERE (`id` = 116) LIMIT 1
I, [2019-04-02T18:28:29.650313 #38284]  INFO -- : (0.003034s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''found'' occur more frequently in the ''variables''?', `answer` = 'guess_html_encoding', `our` = 'guess_html_encoding', `left` = 'guess_html_encoding', `right` = 'elasticsearch-persistence', `timestamp` = '2019-04-02 18:28:29.299293', `session_id` = 607 WHERE (`id` = 116)
I, [2019-04-02T18:28:29.650655 #38284]  INFO -- : (0.000198s) SELECT * FROM `tasks` WHERE (`id` = 116) LIMIT 1
I, [2019-04-02T18:28:31.825735 #38284]  INFO -- : (0.002612s) INSERT INTO `tasks` (`id`, `title`, `answer`, `our`, `left`, `right`, `timestamp`, `session_id`) VALUES (NULL, 'In which gems of two, does the word ''rsync'' occur more frequently in the ''variables''?', NULL, NULL, 'voicetotext', 'octopress-deploy', '2019-04-02 18:28:31.811133', 607)
I, [2019-04-02T18:28:31.887836 #38284]  INFO -- : (0.002221s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''rsync'' occur more frequently in the ''variables''?', `answer` = NULL, `our` = 'voicetotext', `left` = 'voicetotext', `right` = 'octopress-deploy', `timestamp` = '2019-04-02 18:28:31.811133', `session_id` = 607 WHERE (`id` = 117)
I, [2019-04-02T18:28:31.888187 #38284]  INFO -- : (0.000193s) SELECT * FROM `tasks` WHERE (`id` = 117) LIMIT 1
I, [2019-04-02T18:28:32.174294 #38284]  INFO -- : (0.001053s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''rsync'' occur more frequently in the ''variables''?', `answer` = 'voicetotext', `our` = 'voicetotext', `left` = 'voicetotext', `right` = 'octopress-deploy', `timestamp` = '2019-04-02 18:28:31.811133', `session_id` = 607 WHERE (`id` = 117)
I, [2019-04-02T18:28:32.174773 #38284]  INFO -- : (0.000254s) SELECT * FROM `tasks` WHERE (`id` = 117) LIMIT 1
I, [2019-04-02T18:28:34.344814 #38284]  INFO -- : (0.006410s) INSERT INTO `tasks` (`id`, `title`, `answer`, `our`, `left`, `right`, `timestamp`, `session_id`) VALUES (NULL, 'In which gems of two, does the word ''exception'' occur more frequently in the ''variables''?', NULL, NULL, 'blimpy', 'patch_finder', '2019-04-02 18:28:34.330717', 607)
I, [2019-04-02T18:28:34.399200 #38284]  INFO -- : (0.002367s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''exception'' occur more frequently in the ''variables''?', `answer` = NULL, `our` = 'blimpy', `left` = 'blimpy', `right` = 'patch_finder', `timestamp` = '2019-04-02 18:28:34.330717', `session_id` = 607 WHERE (`id` = 118)
I, [2019-04-02T18:28:34.399544 #38284]  INFO -- : (0.000197s) SELECT * FROM `tasks` WHERE (`id` = 118) LIMIT 1
I, [2019-04-02T18:28:34.680028 #38284]  INFO -- : (0.006987s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''exception'' occur more frequently in the ''variables''?', `answer` = 'blimpy', `our` = 'blimpy', `left` = 'blimpy', `right` = 'patch_finder', `timestamp` = '2019-04-02 18:28:34.330717', `session_id` = 607 WHERE (`id` = 118)
I, [2019-04-02T18:28:34.680532 #38284]  INFO -- : (0.000276s) SELECT * FROM `tasks` WHERE (`id` = 118) LIMIT 1
I, [2019-04-02T18:28:36.856030 #38284]  INFO -- : (0.006908s) INSERT INTO `tasks` (`id`, `title`, `answer`, `our`, `left`, `right`, `timestamp`, `session_id`) VALUES (NULL, 'In which gems of two, does the word ''install'' occur more frequently in the ''variables''?', NULL, NULL, 'sitemap', 'gem-licenses', '2019-04-02 18:28:36.841421', 607)
I, [2019-04-02T18:28:36.918033 #38284]  INFO -- : (0.002164s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''install'' occur more frequently in the ''variables''?', `answer` = NULL, `our` = 'sitemap', `left` = 'sitemap', `right` = 'gem-licenses', `timestamp` = '2019-04-02 18:28:36.841421', `session_id` = 607 WHERE (`id` = 119)
I, [2019-04-02T18:28:36.918349 #38284]  INFO -- : (0.000174s) SELECT * FROM `tasks` WHERE (`id` = 119) LIMIT 1
I, [2019-04-02T18:28:37.195300 #38284]  INFO -- : (0.006920s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''install'' occur more frequently in the ''variables''?', `answer` = 'sitemap', `our` = 'sitemap', `left` = 'sitemap', `right` = 'gem-licenses', `timestamp` = '2019-04-02 18:28:36.841421', `session_id` = 607 WHERE (`id` = 119)
I, [2019-04-02T18:28:37.195845 #38284]  INFO -- : (0.000308s) SELECT * FROM `tasks` WHERE (`id` = 119) LIMIT 1
I, [2019-04-02T18:28:39.368993 #38284]  INFO -- : (0.006734s) INSERT INTO `tasks` (`id`, `title`, `answer`, `our`, `left`, `right`, `timestamp`, `session_id`) VALUES (NULL, 'In which gems of two, does the word ''cat'' occur more frequently in the ''variables''?', NULL, NULL, 'gi_cat_driver', 'sys-filesystem', '2019-04-02 18:28:39.354281', 607)
I, [2019-04-02T18:28:39.430057 #38284]  INFO -- : (0.002508s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''cat'' occur more frequently in the ''variables''?', `answer` = NULL, `our` = 'gi_cat_driver', `left` = 'gi_cat_driver', `right` = 'sys-filesystem', `timestamp` = '2019-04-02 18:28:39.354281', `session_id` = 607 WHERE (`id` = 120)
I, [2019-04-02T18:28:39.430408 #38284]  INFO -- : (0.000200s) SELECT * FROM `tasks` WHERE (`id` = 120) LIMIT 1
I, [2019-04-02T18:28:39.712543 #38284]  INFO -- : (0.007458s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''cat'' occur more frequently in the ''variables''?', `answer` = 'gi_cat_driver', `our` = 'gi_cat_driver', `left` = 'gi_cat_driver', `right` = 'sys-filesystem', `timestamp` = '2019-04-02 18:28:39.354281', `session_id` = 607 WHERE (`id` = 120)
I, [2019-04-02T18:28:39.713227 #38284]  INFO -- : (0.000335s) SELECT * FROM `tasks` WHERE (`id` = 120) LIMIT 1
I, [2019-04-02T18:28:41.884364 #38284]  INFO -- : (0.001079s) INSERT INTO `tasks` (`id`, `title`, `answer`, `our`, `left`, `right`, `timestamp`, `session_id`) VALUES (NULL, 'In which gems of two, does the word ''runner'' occur more frequently in the ''variables''?', NULL, NULL, 'coveralls-lcov', 'pronto', '2019-04-02 18:28:41.871844', 607)
I, [2019-04-02T18:28:41.947957 #38284]  INFO -- : (0.002375s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''runner'' occur more frequently in the ''variables''?', `answer` = NULL, `our` = 'coveralls-lcov', `left` = 'coveralls-lcov', `right` = 'pronto', `timestamp` = '2019-04-02 18:28:41.871844', `session_id` = 607 WHERE (`id` = 121)
I, [2019-04-02T18:28:41.948263 #38284]  INFO -- : (0.000169s) SELECT * FROM `tasks` WHERE (`id` = 121) LIMIT 1
I, [2019-04-02T18:28:42.222840 #38284]  INFO -- : (0.006127s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''runner'' occur more frequently in the ''variables''?', `answer` = 'coveralls-lcov', `our` = 'coveralls-lcov', `left` = 'coveralls-lcov', `right` = 'pronto', `timestamp` = '2019-04-02 18:28:41.871844', `session_id` = 607 WHERE (`id` = 121)
I, [2019-04-02T18:28:42.223168 #38284]  INFO -- : (0.000181s) SELECT * FROM `tasks` WHERE (`id` = 121) LIMIT 1
I, [2019-04-02T18:28:44.390065 #38284]  INFO -- : (0.000979s) INSERT INTO `tasks` (`id`, `title`, `answer`, `our`, `left`, `right`, `timestamp`, `session_id`) VALUES (NULL, 'In which gems of two, does the word ''element'' occur more frequently in the ''variables''?', NULL, NULL, 'watir-dom-wait', 'xmlhash', '2019-04-02 18:28:44.379848', 607)
I, [2019-04-02T18:28:44.449611 #38284]  INFO -- : (0.002280s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''element'' occur more frequently in the ''variables''?', `answer` = NULL, `our` = 'watir-dom-wait', `left` = 'watir-dom-wait', `right` = 'xmlhash', `timestamp` = '2019-04-02 18:28:44.379848', `session_id` = 607 WHERE (`id` = 122)
I, [2019-04-02T18:28:44.449921 #38284]  INFO -- : (0.000175s) SELECT * FROM `tasks` WHERE (`id` = 122) LIMIT 1
I, [2019-04-02T18:28:44.727451 #38284]  INFO -- : (0.006074s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''element'' occur more frequently in the ''variables''?', `answer` = 'watir-dom-wait', `our` = 'watir-dom-wait', `left` = 'watir-dom-wait', `right` = 'xmlhash', `timestamp` = '2019-04-02 18:28:44.379848', `session_id` = 607 WHERE (`id` = 122)
I, [2019-04-02T18:28:44.727854 #38284]  INFO -- : (0.000194s) SELECT * FROM `tasks` WHERE (`id` = 122) LIMIT 1
I, [2019-04-02T18:28:46.906143 #38284]  INFO -- : (0.000960s) INSERT INTO `tasks` (`id`, `title`, `answer`, `our`, `left`, `right`, `timestamp`, `session_id`) VALUES (NULL, 'In which gems of two, does the word ''file'' occur more frequently in the ''variables''?', NULL, NULL, 'puffer', 'tinymce-rails', '2019-04-02 18:28:46.897262', 607)
I, [2019-04-02T18:28:46.963095 #38284]  INFO -- : (0.002482s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''file'' occur more frequently in the ''variables''?', `answer` = NULL, `our` = 'puffer', `left` = 'puffer', `right` = 'tinymce-rails', `timestamp` = '2019-04-02 18:28:46.897262', `session_id` = 607 WHERE (`id` = 123)
I, [2019-04-02T18:28:46.963466 #38284]  INFO -- : (0.000200s) SELECT * FROM `tasks` WHERE (`id` = 123) LIMIT 1
I, [2019-04-02T18:28:47.268397 #38284]  INFO -- : (0.008011s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''file'' occur more frequently in the ''variables''?', `answer` = 'puffer', `our` = 'puffer', `left` = 'puffer', `right` = 'tinymce-rails', `timestamp` = '2019-04-02 18:28:46.897262', `session_id` = 607 WHERE (`id` = 123)
I, [2019-04-02T18:28:47.269201 #38284]  INFO -- : (0.000458s) SELECT * FROM `tasks` WHERE (`id` = 123) LIMIT 1
I, [2019-04-02T18:28:49.439221 #38284]  INFO -- : (0.002990s) INSERT INTO `tasks` (`id`, `title`, `answer`, `our`, `left`, `right`, `timestamp`, `session_id`) VALUES (NULL, 'In which gems of two, does the word ''add'' occur more frequently in the ''variables''?', NULL, NULL, 'activerecord-tableless', 'translation_center', '2019-04-02 18:28:49.427591', 607)
I, [2019-04-02T18:28:49.500316 #38284]  INFO -- : (0.002276s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''add'' occur more frequently in the ''variables''?', `answer` = NULL, `our` = 'activerecord-tableless', `left` = 'activerecord-tableless', `right` = 'translation_center', `timestamp` = '2019-04-02 18:28:49.427591', `session_id` = 607 WHERE (`id` = 124)
I, [2019-04-02T18:28:49.500654 #38284]  INFO -- : (0.000209s) SELECT * FROM `tasks` WHERE (`id` = 124) LIMIT 1
I, [2019-04-02T18:28:49.766785 #38284]  INFO -- : (0.006114s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''add'' occur more frequently in the ''variables''?', `answer` = 'activerecord-tableless', `our` = 'activerecord-tableless', `left` = 'activerecord-tableless', `right` = 'translation_center', `timestamp` = '2019-04-02 18:28:49.427591', `session_id` = 607 WHERE (`id` = 124)
I, [2019-04-02T18:28:49.767096 #38284]  INFO -- : (0.000175s) SELECT * FROM `tasks` WHERE (`id` = 124) LIMIT 1
I, [2019-04-02T18:28:51.943768 #38284]  INFO -- : (0.000913s) INSERT INTO `tasks` (`id`, `title`, `answer`, `our`, `left`, `right`, `timestamp`, `session_id`) VALUES (NULL, 'In which gems of two, does the word ''require'' occur more frequently in the ''variables''?', NULL, NULL, 'ar-multidb', 'bartt-ssl_requirement', '2019-04-02 18:28:51.929898', 607)
I, [2019-04-02T18:28:52.012515 #38284]  INFO -- : (0.000704s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''require'' occur more frequently in the ''variables''?', `answer` = NULL, `our` = 'ar-multidb', `left` = 'ar-multidb', `right` = 'bartt-ssl_requirement', `timestamp` = '2019-04-02 18:28:51.929898', `session_id` = 607 WHERE (`id` = 125)
I, [2019-04-02T18:28:52.012843 #38284]  INFO -- : (0.000186s) SELECT * FROM `tasks` WHERE (`id` = 125) LIMIT 1
I, [2019-04-02T18:28:52.300081 #38284]  INFO -- : (0.013482s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''require'' occur more frequently in the ''variables''?', `answer` = 'ar-multidb', `our` = 'ar-multidb', `left` = 'ar-multidb', `right` = 'bartt-ssl_requirement', `timestamp` = '2019-04-02 18:28:51.929898', `session_id` = 607 WHERE (`id` = 125)
I, [2019-04-02T18:28:52.300448 #38284]  INFO -- : (0.000196s) SELECT * FROM `tasks` WHERE (`id` = 125) LIMIT 1
I, [2019-04-02T18:28:54.467702 #38284]  INFO -- : (0.006107s) INSERT INTO `tasks` (`id`, `title`, `answer`, `our`, `left`, `right`, `timestamp`, `session_id`) VALUES (NULL, 'In which gems of two, does the word ''response'' occur more frequently in the ''variables''?', NULL, NULL, 'activerecord_any_of', 'riddle', '2019-04-02 18:28:54.453624', 607)
I, [2019-04-02T18:28:54.521483 #38284]  INFO -- : (0.002310s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''response'' occur more frequently in the ''variables''?', `answer` = NULL, `our` = 'activerecord_any_of', `left` = 'activerecord_any_of', `right` = 'riddle', `timestamp` = '2019-04-02 18:28:54.453624', `session_id` = 607 WHERE (`id` = 126)
I, [2019-04-02T18:28:54.521784 #38284]  INFO -- : (0.000170s) SELECT * FROM `tasks` WHERE (`id` = 126) LIMIT 1
I, [2019-04-02T18:28:54.798205 #38284]  INFO -- : (0.006133s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''response'' occur more frequently in the ''variables''?', `answer` = 'activerecord_any_of', `our` = 'activerecord_any_of', `left` = 'activerecord_any_of', `right` = 'riddle', `timestamp` = '2019-04-02 18:28:54.453624', `session_id` = 607 WHERE (`id` = 126)
I, [2019-04-02T18:28:54.798508 #38284]  INFO -- : (0.000169s) SELECT * FROM `tasks` WHERE (`id` = 126) LIMIT 1
I, [2019-04-02T18:28:56.983573 #38284]  INFO -- : (0.000622s) INSERT INTO `tasks` (`id`, `title`, `answer`, `our`, `left`, `right`, `timestamp`, `session_id`) VALUES (NULL, 'In which gems of two, does the word ''title'' occur more frequently in the ''variables''?', NULL, NULL, 'title', 'pry-debugger', '2019-04-02 18:28:56.971390', 607)
I, [2019-04-02T18:28:57.039146 #38284]  INFO -- : (0.000819s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''title'' occur more frequently in the ''variables''?', `answer` = NULL, `our` = 'title', `left` = 'title', `right` = 'pry-debugger', `timestamp` = '2019-04-02 18:28:56.971390', `session_id` = 607 WHERE (`id` = 127)
I, [2019-04-02T18:28:57.039432 #38284]  INFO -- : (0.000168s) SELECT * FROM `tasks` WHERE (`id` = 127) LIMIT 1
I, [2019-04-02T18:28:57.305055 #38284]  INFO -- : (0.000838s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''title'' occur more frequently in the ''variables''?', `answer` = 'title', `our` = 'title', `left` = 'title', `right` = 'pry-debugger', `timestamp` = '2019-04-02 18:28:56.971390', `session_id` = 607 WHERE (`id` = 127)
I, [2019-04-02T18:28:57.305360 #38284]  INFO -- : (0.000174s) SELECT * FROM `tasks` WHERE (`id` = 127) LIMIT 1
I, [2019-04-02T18:28:59.475473 #38284]  INFO -- : (0.002248s) INSERT INTO `tasks` (`id`, `title`, `answer`, `our`, `left`, `right`, `timestamp`, `session_id`) VALUES (NULL, 'In which gems of two, does the word ''extractor'' occur more frequently in the ''variables''?', NULL, NULL, 'gemoji', 'net-dns2', '2019-04-02 18:28:59.464869', 607)
I, [2019-04-02T18:28:59.528960 #38284]  INFO -- : (0.002280s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''extractor'' occur more frequently in the ''variables''?', `answer` = NULL, `our` = 'gemoji', `left` = 'gemoji', `right` = 'net-dns2', `timestamp` = '2019-04-02 18:28:59.464869', `session_id` = 607 WHERE (`id` = 128)
I, [2019-04-02T18:28:59.529262 #38284]  INFO -- : (0.000172s) SELECT * FROM `tasks` WHERE (`id` = 128) LIMIT 1
I, [2019-04-02T18:28:59.805030 #38284]  INFO -- : (0.006192s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''extractor'' occur more frequently in the ''variables''?', `answer` = 'gemoji', `our` = 'gemoji', `left` = 'gemoji', `right` = 'net-dns2', `timestamp` = '2019-04-02 18:28:59.464869', `session_id` = 607 WHERE (`id` = 128)
I, [2019-04-02T18:28:59.805367 #38284]  INFO -- : (0.000188s) SELECT * FROM `tasks` WHERE (`id` = 128) LIMIT 1
I, [2019-04-02T18:29:01.978505 #38284]  INFO -- : (0.006179s) INSERT INTO `tasks` (`id`, `title`, `answer`, `our`, `left`, `right`, `timestamp`, `session_id`) VALUES (NULL, 'In which gems of two, does the word ''aggregate'' occur more frequently in the ''variables''?', NULL, NULL, 'lightbox2-rails', 'aggregate', '2019-04-02 18:29:01.964464', 607)
I, [2019-04-02T18:29:02.037036 #38284]  INFO -- : (0.002329s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''aggregate'' occur more frequently in the ''variables''?', `answer` = NULL, `our` = 'lightbox2-rails', `left` = 'lightbox2-rails', `right` = 'aggregate', `timestamp` = '2019-04-02 18:29:01.964464', `session_id` = 607 WHERE (`id` = 129)
I, [2019-04-02T18:29:02.037362 #38284]  INFO -- : (0.000183s) SELECT * FROM `tasks` WHERE (`id` = 129) LIMIT 1
I, [2019-04-02T18:29:02.320017 #38284]  INFO -- : (0.006389s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''aggregate'' occur more frequently in the ''variables''?', `answer` = 'lightbox2-rails', `our` = 'lightbox2-rails', `left` = 'lightbox2-rails', `right` = 'aggregate', `timestamp` = '2019-04-02 18:29:01.964464', `session_id` = 607 WHERE (`id` = 129)
I, [2019-04-02T18:29:02.320422 #38284]  INFO -- : (0.000218s) SELECT * FROM `tasks` WHERE (`id` = 129) LIMIT 1
I, [2019-04-02T18:29:04.503762 #38284]  INFO -- : (0.002575s) INSERT INTO `tasks` (`id`, `title`, `answer`, `our`, `left`, `right`, `timestamp`, `session_id`) VALUES (NULL, 'In which gems of two, does the word ''proxy'' occur more frequently in the ''variables''?', NULL, NULL, 'markaby', 'time_difference', '2019-04-02 18:29:04.488290', 607)
I, [2019-04-02T18:29:04.562325 #38284]  INFO -- : (0.002434s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''proxy'' occur more frequently in the ''variables''?', `answer` = NULL, `our` = 'markaby', `left` = 'markaby', `right` = 'time_difference', `timestamp` = '2019-04-02 18:29:04.488290', `session_id` = 607 WHERE (`id` = 130)
I, [2019-04-02T18:29:04.562640 #38284]  INFO -- : (0.000176s) SELECT * FROM `tasks` WHERE (`id` = 130) LIMIT 1
I, [2019-04-02T18:29:04.845698 #38284]  INFO -- : (0.006449s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''proxy'' occur more frequently in the ''variables''?', `answer` = 'markaby', `our` = 'markaby', `left` = 'markaby', `right` = 'time_difference', `timestamp` = '2019-04-02 18:29:04.488290', `session_id` = 607 WHERE (`id` = 130)
I, [2019-04-02T18:29:04.846024 #38284]  INFO -- : (0.000180s) SELECT * FROM `tasks` WHERE (`id` = 130) LIMIT 1
I, [2019-04-02T18:29:07.011928 #38284]  INFO -- : (0.006329s) INSERT INTO `tasks` (`id`, `title`, `answer`, `our`, `left`, `right`, `timestamp`, `session_id`) VALUES (NULL, 'In which gems of two, does the word ''artifact'' occur more frequently in the ''variables''?', NULL, NULL, 'swagger-diff', 'jar-dependencies', '2019-04-02 18:29:06.997850', 607)
I, [2019-04-02T18:29:07.064719 #38284]  INFO -- : (0.002473s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''artifact'' occur more frequently in the ''variables''?', `answer` = NULL, `our` = 'swagger-diff', `left` = 'swagger-diff', `right` = 'jar-dependencies', `timestamp` = '2019-04-02 18:29:06.997850', `session_id` = 607 WHERE (`id` = 131)
I, [2019-04-02T18:29:07.065016 #38284]  INFO -- : (0.000170s) SELECT * FROM `tasks` WHERE (`id` = 131) LIMIT 1
I, [2019-04-02T18:29:07.339513 #38284]  INFO -- : (0.006716s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''artifact'' occur more frequently in the ''variables''?', `answer` = 'swagger-diff', `our` = 'swagger-diff', `left` = 'swagger-diff', `right` = 'jar-dependencies', `timestamp` = '2019-04-02 18:29:06.997850', `session_id` = 607 WHERE (`id` = 131)
I, [2019-04-02T18:29:07.339938 #38284]  INFO -- : (0.000234s) SELECT * FROM `tasks` WHERE (`id` = 131) LIMIT 1
I, [2019-04-02T18:29:09.511403 #38284]  INFO -- : (0.006511s) INSERT INTO `tasks` (`id`, `title`, `answer`, `our`, `left`, `right`, `timestamp`, `session_id`) VALUES (NULL, 'In which gems of two, does the word ''stub'' occur more frequently in the ''variables''?', NULL, NULL, 'peek-dalli', 'configlet', '2019-04-02 18:29:09.493789', 607)
I, [2019-04-02T18:29:09.568584 #38284]  INFO -- : (0.002488s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''stub'' occur more frequently in the ''variables''?', `answer` = NULL, `our` = 'peek-dalli', `left` = 'peek-dalli', `right` = 'configlet', `timestamp` = '2019-04-02 18:29:09.493789', `session_id` = 607 WHERE (`id` = 132)
I, [2019-04-02T18:29:09.568899 #38284]  INFO -- : (0.000177s) SELECT * FROM `tasks` WHERE (`id` = 132) LIMIT 1
I, [2019-04-02T18:29:09.843705 #38284]  INFO -- : (0.006889s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''stub'' occur more frequently in the ''variables''?', `answer` = 'peek-dalli', `our` = 'peek-dalli', `left` = 'peek-dalli', `right` = 'configlet', `timestamp` = '2019-04-02 18:29:09.493789', `session_id` = 607 WHERE (`id` = 132)
I, [2019-04-02T18:29:09.844099 #38284]  INFO -- : (0.000215s) SELECT * FROM `tasks` WHERE (`id` = 132) LIMIT 1
I, [2019-04-02T18:29:12.027488 #38284]  INFO -- : (0.007201s) INSERT INTO `tasks` (`id`, `title`, `answer`, `our`, `left`, `right`, `timestamp`, `session_id`) VALUES (NULL, 'In which gems of two, does the word ''error'' occur more frequently in the ''variables''?', NULL, NULL, 'socialcast', 'enju_event', '2019-04-02 18:29:12.012167', 607)
